Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
                0.00    0.00     172/344         int ImMax<int>(int, int) [597]
                0.00    0.00      43/43          stbrp_pack_rects [96]
                0.00    0.00      43/47          ImVector<ImTextureRect>::push_back(ImTextureRect const&) [650]
                0.00    0.00      43/43          ImFontAtlasPackAllocRectEntry(ImFontAtlas*, int) [663]
-----------------------------------------------
                0.00    0.00      43/43          ImFontAtlasPackAllocRectEntry(ImFontAtlas*, int) [663]
[656]    0.0    0.00    0.00      43         ImFontAtlasRectId_Make(int, int) [656]
-----------------------------------------------
                0.00    0.00      43/43          ImFontBaked_BuildLoadGlyph(ImFontBaked*, unsigned short, float*) [661]
[657]    0.0    0.00    0.00      43         ImFontAtlasBakedAddFontGlyph(ImFontAtlas*, ImFontBaked*, ImFontConfig*, ImFontGlyph const*) [657]
                0.00    0.00      43/43          ImVector<ImFontGlyph>::push_back(ImFontGlyph const&) [667]
                0.00    0.00      43/43          ImVector<ImFontGlyph>::operator[](int) [668]
                0.00    0.00      43/86          ImVector<ImFontConfig*>::operator[](int) [634]
                0.00    0.00      43/33350       float ImClamp<float>(float, float, float) [276]
                0.00    0.00      43/43          ImFontBaked_BuildGrowIndex(ImFontBaked*, int) [660]
                0.00    0.00      43/43          ImVector<float>::operator[](int) [670]
                0.00    0.00      43/43          ImVector<unsigned short>::operator[](int) [671]
                0.00    0.00      41/125         ImFontAtlasPackGetRect(ImFontAtlas*, int) [620]
-----------------------------------------------
                0.00    0.00       2/43          ImFontAtlas::AddCustomRect(int, int, ImFontAtlasRect*) [857]
                0.00    0.00      41/43          ImFontAtlasBakedSetFontGlyphBitmap(ImFontAtlas*, ImFontBaked*, ImFontConfig*, ImFontGlyph*, ImTextureRect*, unsigned char const*, ImTextureFormat, int) [674]
[658]    0.0    0.00    0.00      43         ImFontAtlasTextureBlockQueueUpload(ImFontAtlas*, ImTextureData*, int, int, int, int) [658]
                0.00    0.00     172/344         int ImMax<int>(int, int) [597]
                0.00    0.00     172/172         unsigned short ImMin<unsigned short>(unsigned short, unsigned short) [612]
                0.00    0.00       4/47          ImVector<ImTextureRect>::push_back(ImTextureRect const&) [650]
-----------------------------------------------
                0.00    0.00      43/43          ImGui_ImplStbTrueType_FontBakedLoadGlyph(ImFontAtlas*, ImFontConfig*, ImFontBaked*, void*, unsigned short, ImFontGlyph*, float*) [665]
[659]    0.0    0.00    0.00      43         ImFontAtlasBuildGetOversampleFactors(ImFontConfig*, ImFontBaked*, int*, int*) [659]
-----------------------------------------------
                0.00    0.00      43/43          ImFontAtlasBakedAddFontGlyph(ImFontAtlas*, ImFontBaked*, ImFontConfig*, ImFontGlyph const*) [657]
[660]    0.0    0.00    0.00      43         ImFontBaked_BuildGrowIndex(ImFontBaked*, int) [660]
                0.00    0.00       4/4           ImVector<float>::resize(int, float const&) [786]
                0.00    0.00       4/4           ImVector<unsigned short>::resize(int, unsigned short const&) [790]
-----------------------------------------------
                0.00    0.00       2/43          ImFontBaked::FindGlyphNoFallback(unsigned short) [858]
                0.00    0.00      41/43          ImFontBaked_BuildLoadGlyphAdvanceX(ImFontBaked*, unsigned short) [685]
[661]    0.0    0.00    0.00      43         ImFontBaked_BuildLoadGlyph(ImFontBaked*, unsigned short, float*) [661]
                0.00    0.00      43/46          ImFontAtlas_FontHookRemapCodepoint(ImFontAtlas*, ImFont*, unsigned short*) [651]
                0.00    0.00      43/51          ImVector<ImFontConfig*>::begin() [644]
                0.00    0.00      43/51          ImVector<ImFontConfig*>::end() [643]
                0.00    0.00      43/43          ImFontGlyph::ImFontGlyph() [666]
                0.00    0.00      43/43          ImGui_ImplStbTrueType_FontBakedLoadGlyph(ImFontAtlas*, ImFontConfig*, ImFontBaked*, void*, unsigned short, ImFontGlyph*, float*) [665]
                0.00    0.00      43/43          ImFontAtlasBakedAddFontGlyph(ImFontAtlas*, ImFontBaked*, ImFontConfig*, ImFontGlyph const*) [657]
-----------------------------------------------
                0.00    0.00      43/43          stbrp__skyline_pack_rectangle(stbrp_context*, int, int) [664]
[662]    0.0    0.00    0.00      43         stbrp__skyline_find_best_pos(stbrp_context*, int, int) [662]
                0.00    0.00     940/940         stbrp__skyline_find_min_y(stbrp_context*, stbrp_node*, int, int, int*) [585]
-----------------------------------------------
                0.00    0.00      43/43          ImFontAtlasPackAddRect(ImFontAtlas*, int, int, ImFontAtlasRectEntry*) [655]
[663]    0.0    0.00    0.00      43         ImFontAtlasPackAllocRectEntry(ImFontAtlas*, int) [663]
                0.00    0.00      43/43          ImVector<ImFontAtlasRectEntry>::resize(int) [669]
                0.00    0.00      43/211         ImVector<ImFontAtlasRectEntry>::operator[](int) [606]
                0.00    0.00      43/43          ImFontAtlasRectId_Make(int, int) [656]
-----------------------------------------------
                0.00    0.00      43/43          stbrp_pack_rects [96]
[664]    0.0    0.00    0.00      43         stbrp__skyline_pack_rectangle(stbrp_context*, int, int) [664]
                0.00    0.00      43/43          stbrp__skyline_find_best_pos(stbrp_context*, int, int) [662]
-----------------------------------------------
                0.00    0.00      43/43          ImFontBaked_BuildLoadGlyph(ImFontBaked*, unsigned short, float*) [661]
[665]    0.0    0.00    0.00      43         ImGui_ImplStbTrueType_FontBakedLoadGlyph(ImFontAtlas*, ImFontConfig*, ImFontBaked*, void*, unsigned short, ImFontGlyph*, float*) [665]
                0.00    0.00      43/46          stbtt_FindGlyphIndex [95]
                0.00    0.00      43/43          ImFontAtlasBuildGetOversampleFactors(ImFontConfig*, ImFontBaked*, int*, int*) [659]
                0.00    0.00      43/125         stbtt_GetGlyphBitmapBoxSubpixel [92]
                0.00    0.00      43/43          stbtt_GetGlyphHMetrics [97]
                0.00    0.00      41/43          ImFontAtlasPackAddRect(ImFontAtlas*, int, int, ImFontAtlasRectEntry*) [655]
                0.00    0.00      41/125         ImFontAtlasPackGetRect(ImFontAtlas*, int) [620]
                0.00    0.00      41/41          stbtt_GetGlyphBitmapBox [98]
                0.00    0.00      41/9557        ImVector<unsigned char>::resize(int) [359]
                0.00    0.00      41/41          stbtt_MakeGlyphBitmapSubpixelPrefilter [101]
                0.00    0.00      41/86          ImVector<ImFontConfig*>::operator[](int) [634]
                0.00    0.00      41/41          ImFontAtlasBakedSetFontGlyphBitmap(ImFontAtlas*, ImFontBaked*, ImFontConfig*, ImFontGlyph*, ImTextureRect*, unsigned char const*, ImTextureFormat, int) [674]
-----------------------------------------------
                0.00    0.00      43/43          ImFontBaked_BuildLoadGlyph(ImFontBaked*, unsigned short, float*) [661]
[666]    0.0    0.00    0.00      43         ImFontGlyph::ImFontGlyph() [666]
-----------------------------------------------
                0.00    0.00      43/43          ImFontAtlasBakedAddFontGlyph(ImFontAtlas*, ImFontBaked*, ImFontConfig*, ImFontGlyph const*) [657]
[667]    0.0    0.00    0.00      43         ImVector<ImFontGlyph>::push_back(ImFontGlyph const&) [667]
                0.00    0.00       6/6           ImVector<ImFontGlyph>::_grow_capacity(int) const [753]
                0.00    0.00       6/6           ImVector<ImFontGlyph>::reserve(int) [751]
-----------------------------------------------
                0.00    0.00      43/43          ImFontAtlasBakedAddFontGlyph(ImFontAtlas*, ImFontBaked*, ImFontConfig*, ImFontGlyph const*) [657]
[668]    0.0    0.00    0.00      43         ImVector<ImFontGlyph>::operator[](int) [668]
-----------------------------------------------
                0.00    0.00      43/43          ImFontAtlasPackAllocRectEntry(ImFontAtlas*, int) [663]
[669]    0.0    0.00    0.00      43         ImVector<ImFontAtlasRectEntry>::resize(int) [669]
                0.00    0.00       6/6           ImVector<ImFontAtlasRectEntry>::_grow_capacity(int) const [754]
                0.00    0.00       6/6           ImVector<ImFontAtlasRectEntry>::reserve(int) [752]
-----------------------------------------------
                0.00    0.00      43/43          ImFontAtlasBakedAddFontGlyph(ImFontAtlas*, ImFontBaked*, ImFontConfig*, ImFontGlyph const*) [657]
[670]    0.0    0.00    0.00      43         ImVector<float>::operator[](int) [670]
-----------------------------------------------
                0.00    0.00      43/43          ImFontAtlasBakedAddFontGlyph(ImFontAtlas*, ImFontBaked*, ImFontConfig*, ImFontGlyph const*) [657]
[671]    0.0    0.00    0.00      43         ImVector<unsigned short>::operator[](int) [671]
-----------------------------------------------
                0.00    0.00      41/41          ImFontAtlasBakedDiscard(ImFontAtlas*, ImFont*, ImFontBaked*) [979]
[672]    0.0    0.00    0.00      41         ImFontAtlasPackDiscardRect(ImFontAtlas*, int) [672]
                0.00    0.00      41/125         ImFontAtlasPackGetRect(ImFontAtlas*, int) [620]
                0.00    0.00      41/168         ImFontAtlasRectId_GetIndex(int) [613]
                0.00    0.00      41/211         ImVector<ImFontAtlasRectEntry>::operator[](int) [606]
-----------------------------------------------
                0.00    0.00      41/41          ImFontAtlasBakedSetFontGlyphBitmap(ImFontAtlas*, ImFontBaked*, ImFontConfig*, ImFontGlyph*, ImTextureRect*, unsigned char const*, ImTextureFormat, int) [674]
[673]    0.0    0.00    0.00      41         ImFontAtlasTextureBlockConvert(unsigned char const*, ImTextureFormat, int, unsigned char*, ImTextureFormat, int, int, int) [673]
-----------------------------------------------
                0.00    0.00      41/41          ImGui_ImplStbTrueType_FontBakedLoadGlyph(ImFontAtlas*, ImFontConfig*, ImFontBaked*, void*, unsigned short, ImFontGlyph*, float*) [665]
[674]    0.0    0.00    0.00      41         ImFontAtlasBakedSetFontGlyphBitmap(ImFontAtlas*, ImFontBaked*, ImFontConfig*, ImFontGlyph*, ImTextureRect*, unsigned char const*, ImTextureFormat, int) [674]
                0.00    0.00      82/82          ImTextureData::GetPitch() const [636]
                0.00    0.00      82/121         ImTextureData::GetPixelsAt(int, int) [621]
                0.00    0.00      41/41          ImFontAtlasTextureBlockConvert(unsigned char const*, ImTextureFormat, int, unsigned char*, ImTextureFormat, int, int, int) [673]
                0.00    0.00      41/41          ImFontAtlasTextureBlockPostProcess(ImFontAtlasPostProcessData*) [675]
                0.00    0.00      41/43          ImFontAtlasTextureBlockQueueUpload(ImFontAtlas*, ImTextureData*, int, int, int, int) [658]
-----------------------------------------------
                0.00    0.00      41/41          ImFontAtlasBakedSetFontGlyphBitmap(ImFontAtlas*, ImFontBaked*, ImFontConfig*, ImFontGlyph*, ImTextureRect*, unsigned char const*, ImTextureFormat, int) [674]
[675]    0.0    0.00    0.00      41         ImFontAtlasTextureBlockPostProcess(ImFontAtlasPostProcessData*) [675]
-----------------------------------------------
                0.00    0.00      41/41          stbtt_Rasterize [102]
[676]    0.0    0.00    0.00      41         stbtt__rasterize(stbtt__bitmap*, stbtt__point*, int*, int, float, float, float, float, int, int, int, void*) [676]
                0.00    0.00      41/332         ImGui::MemAlloc(unsigned long) [601]
                0.00    0.00      41/41          stbtt__sort_edges(stbtt__edge*, int) [677]
                0.00    0.00      41/41          stbtt__rasterize_sorted_edges(stbtt__bitmap*, stbtt__edge*, int, int, int, int, void*) [683]
                0.00    0.00      41/332         ImGui::MemFree(void*) [600]
-----------------------------------------------
                0.00    0.00      41/41          stbtt__rasterize(stbtt__bitmap*, stbtt__point*, int*, int, float, float, float, float, int, int, int, void*) [676]
[677]    0.0    0.00    0.00      41         stbtt__sort_edges(stbtt__edge*, int) [677]
                0.00    0.00      41/41          stbtt__sort_edges_quicksort(stbtt__edge*, int) [682]
                0.00    0.00      41/41          stbtt__sort_edges_ins_sort(stbtt__edge*, int) [681]
-----------------------------------------------
                0.00    0.00      41/41          stbtt_Rasterize [102]
[678]    0.0    0.00    0.00      41         stbtt_FlattenCurves(stbtt_vertex*, int, float, int**, int*, void*) [678]
                0.00    0.00    6290/6290        stbtt__add_point(stbtt__point*, int, float, float) [430]
                0.00    0.00      82/332         ImGui::MemAlloc(unsigned long) [601]
-----------------------------------------------
                0.00    0.00      41/41          stbtt__rasterize_sorted_edges(stbtt__bitmap*, stbtt__edge*, int, int, int, int, void*) [683]
[679]    0.0    0.00    0.00      41         stbtt__hheap_cleanup(stbtt__hheap*, void*) [679]
                0.00    0.00      41/332         ImGui::MemFree(void*) [600]
-----------------------------------------------
                0.00    0.00      41/41          stbtt_GetGlyphShape [99]
[680]    0.0    0.00    0.00      41         stbtt__GetGlyphShapeTT(stbtt_fontinfo const*, int, stbtt_vertex**) [680]
                0.00    0.00    2516/3145        stbtt_setvertex(stbtt_vertex*, unsigned char, int, int, int, int) [552]
                0.00    0.00     711/1607        ttUSHORT(unsigned char*) [566]
                0.00    0.00     629/629         stbtt__close_shape(stbtt_vertex*, int, int, int, int, int, int, int, int, int) [591]
                0.00    0.00      41/166         stbtt__GetGlyfOffset(stbtt_fontinfo const*, int) [614]
                0.00    0.00      41/669         ttSHORT(unsigned char*) [587]
                0.00    0.00      41/332         ImGui::MemAlloc(unsigned long) [601]
-----------------------------------------------
                0.00    0.00      41/41          stbtt__sort_edges(stbtt__edge*, int) [677]
[681]    0.0    0.00    0.00      41         stbtt__sort_edges_ins_sort(stbtt__edge*, int) [681]
-----------------------------------------------
                                 127             stbtt__sort_edges_quicksort(stbtt__edge*, int) [682]
                0.00    0.00      41/41          stbtt__sort_edges(stbtt__edge*, int) [677]
[682]    0.0    0.00    0.00      41+127     stbtt__sort_edges_quicksort(stbtt__edge*, int) [682]
                                 127             stbtt__sort_edges_quicksort(stbtt__edge*, int) [682]
-----------------------------------------------
                0.00    0.00      41/41          stbtt__rasterize(stbtt__bitmap*, stbtt__point*, int*, int, float, float, float, float, int, int, int, void*) [676]
[683]    0.0    0.00    0.00      41         stbtt__rasterize_sorted_edges(stbtt__bitmap*, stbtt__edge*, int, int, int, int, void*) [683]
                0.00    0.00    1258/1258        stbtt__new_active(stbtt__hheap*, stbtt__edge*, int, float, void*) [573]
                0.00    0.00    1042/1042        stbtt__hheap_free(stbtt__hheap*, void*) [576]
                0.00    0.00     309/309         stbtt__fill_active_edges_new(float*, float*, int, stbtt__active_edge*, float) [604]
                0.00    0.00      41/41          stbtt__hheap_cleanup(stbtt__hheap*, void*) [679]
-----------------------------------------------
                0.00    0.00      41/41          ImFont::CalcTextSizeA(float, float, float, char const*, char const*, char const**) [255]
[684]    0.0    0.00    0.00      41         BuildLoadGlyphGetAdvanceOrFallback(ImFontBaked*, unsigned int) [684]
                0.00    0.00      41/41          ImFontBaked_BuildLoadGlyphAdvanceX(ImFontBaked*, unsigned short) [685]
-----------------------------------------------
                0.00    0.00      41/41          BuildLoadGlyphGetAdvanceOrFallback(ImFontBaked*, unsigned int) [684]
[685]    0.0    0.00    0.00      41         ImFontBaked_BuildLoadGlyphAdvanceX(ImFontBaked*, unsigned short) [685]
                0.00    0.00      41/43          ImFontBaked_BuildLoadGlyph(ImFontBaked*, unsigned short, float*) [661]
-----------------------------------------------
                0.00    0.00       1/35          ImGuiComboPreviewData::ImGuiComboPreviewData() [1099]
                0.00    0.00       1/35          ImGuiNextWindowData::ImGuiNextWindowData() [1093]
                0.00    0.00       2/35          ImGui::NavInitWindow(ImGuiWindow*, bool) [882]
                0.00    0.00       3/35          ImGuiBoxSelectState::ImGuiBoxSelectState() [1088]
                0.00    0.00       4/35          ImGuiLastItemData::ImGuiLastItemData() [1083]
                0.00    0.00       5/35          ImGuiContext::ImGuiContext(ImFontAtlas*) [1051]
                0.00    0.00       5/35          ImGuiNavItemData::ImGuiNavItemData() [758]
                0.00    0.00      14/35          ImGuiWindow::ImGuiWindow(ImGuiContext*, char const*) [77]
[686]    0.0    0.00    0.00      35         ImRect::ImRect() [686]
                0.00    0.00      70/1542472     ImVec2::ImVec2(float, float) [200]
-----------------------------------------------
                0.00    0.00      10/34          std::vector<Sphere, std::allocator<Sphere> >::_M_check_len(unsigned long, char const*) const [86]
                0.00    0.00      24/34          std::vector<float, std::allocator<float> >::_M_check_len(unsigned long, char const*) const [693]
[687]    0.0    0.00    0.00      34         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [687]
-----------------------------------------------
                0.00    0.00       1/27          void std::vector<float, std::allocator<float> >::_M_range_insert<float*>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float*, float*, std::forward_iterator_tag) [1291]
                0.00    0.00       3/27          std::_Vector_base<float, std::allocator<float> >::~_Vector_base() [836]
                0.00    0.00      23/27          void std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [696]
[688]    0.0    0.00    0.00      27         std::_Vector_base<float, std::allocator<float> >::_M_deallocate(float*, unsigned long) [688]
                0.00    0.00      25/25          std::__new_allocator<float>::deallocate(float*, unsigned long) [690]
-----------------------------------------------
                0.00    0.00       1/25          void std::vector<float, std::allocator<float> >::_M_range_insert<float*>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float*, float*, std::forward_iterator_tag) [1291]
                0.00    0.00       1/25          std::_Vector_base<float, std::allocator<float> >::_M_create_storage(unsigned long) [1284]
                0.00    0.00      23/25          void std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [696]
[689]    0.0    0.00    0.00      25         std::_Vector_base<float, std::allocator<float> >::_M_allocate(unsigned long) [689]
                0.00    0.00      25/25          std::__new_allocator<float>::allocate(unsigned long, void const*) [691]
-----------------------------------------------
                0.00    0.00      25/25          std::_Vector_base<float, std::allocator<float> >::_M_deallocate(float*, unsigned long) [688]
[690]    0.0    0.00    0.00      25         std::__new_allocator<float>::deallocate(float*, unsigned long) [690]
-----------------------------------------------
                0.00    0.00      25/25          std::_Vector_base<float, std::allocator<float> >::_M_allocate(unsigned long) [689]
[691]    0.0    0.00    0.00      25         std::__new_allocator<float>::allocate(unsigned long, void const*) [691]
-----------------------------------------------
                0.00    0.00       2/25          __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > std::vector<float, std::allocator<float> >::insert<float*, void>(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*, float*) [1293]
                0.00    0.00      23/25          void std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [696]
[692]    0.0    0.00    0.00      25         std::vector<float, std::allocator<float> >::begin() [692]
                0.00    0.00      25/51          __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::__normal_iterator(float* const&) [645]
-----------------------------------------------
                0.00    0.00       1/24          void std::vector<float, std::allocator<float> >::_M_range_insert<float*>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float*, float*, std::forward_iterator_tag) [1291]
                0.00    0.00      23/24          void std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [696]
[693]    0.0    0.00    0.00      24         std::vector<float, std::allocator<float> >::_M_check_len(unsigned long, char const*) const [693]
                0.00    0.00      96/99          std::vector<float, std::allocator<float> >::size() const [624]
                0.00    0.00      48/48          std::vector<float, std::allocator<float> >::max_size() const [648]
                0.00    0.00      24/34          unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [687]
-----------------------------------------------
                0.00    0.00       1/24          Render::init(std::vector<float, std::allocator<float> >&, float*, int, int) [1128]
                0.00    0.00      23/24          std::vector<float, std::allocator<float> >::push_back(float const&) [551]
[694]    0.0    0.00    0.00      24         std::vector<float, std::allocator<float> >::end() [694]
                0.00    0.00      24/51          __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::__normal_iterator(float* const&) [645]
-----------------------------------------------
                0.00    0.00      23/23          void std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [696]
[695]    0.0    0.00    0.00      23         __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::difference_type __gnu_cxx::operator-<float*, std::vector<float, std::allocator<float> > >(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > const&, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > const&) [695]
                0.00    0.00      46/95          __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::base() const [633]
-----------------------------------------------
                0.00    0.00      23/23          std::vector<float, std::allocator<float> >::push_back(float const&) [551]
[696]    0.0    0.00    0.00      23         void std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [696]
                0.00    0.00      69/6755        float const& std::forward<float const&>(std::remove_reference<float const&>::type&) [429]
                0.00    0.00      46/54          std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator() [640]
                0.00    0.00      46/95          __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::base() const [633]
                0.00    0.00      46/46          std::vector<float, std::allocator<float> >::_S_relocate(float*, float*, float*, std::allocator<float>&) [652]
                0.00    0.00      23/24          std::vector<float, std::allocator<float> >::_M_check_len(unsigned long, char const*) const [693]
                0.00    0.00      23/25          std::vector<float, std::allocator<float> >::begin() [692]
                0.00    0.00      23/23          __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::difference_type __gnu_cxx::operator-<float*, std::vector<float, std::allocator<float> > >(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > const&, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > const&) [695]
                0.00    0.00      23/25          std::_Vector_base<float, std::allocator<float> >::_M_allocate(unsigned long) [689]
                0.00    0.00      23/4362        operator new(unsigned long, void*) [548]
                0.00    0.00      23/27          std::_Vector_base<float, std::allocator<float> >::_M_deallocate(float*, unsigned long) [688]
-----------------------------------------------
                0.00    0.00       1/21          std::vector<Sphere, std::allocator<Sphere> >::~vector() [1290]
                0.00    0.00      20/21          void std::vector<Sphere, std::allocator<Sphere> >::_M_realloc_insert<Sphere const&>(__gnu_cxx::__normal_iterator<Sphere*, std::vector<Sphere, std::allocator<Sphere> > >, Sphere const&) [87]
[697]    0.0    0.00    0.00      21         std::_Vector_base<Sphere, std::allocator<Sphere> >::_M_get_Tp_allocator() [697]
-----------------------------------------------
                0.00    0.00       1/20          ImVector<unsigned short>::push_back(unsigned short const&) [642]
                0.00    0.00       4/20          ImVector<unsigned short>::resize(int, unsigned short const&) [790]
                0.00    0.00      15/20          ImVector<unsigned short>::resize(int) [228]
[698]    0.0    0.00    0.00      20         ImVector<unsigned short>::reserve(int) [698]
                0.00    0.00      20/332         ImGui::MemAlloc(unsigned long) [601]
                0.00    0.00      16/332         ImGui::MemFree(void*) [600]
-----------------------------------------------
                0.00    0.00       1/20          ImVector<unsigned short>::push_back(unsigned short const&) [642]
                0.00    0.00       4/20          ImVector<unsigned short>::resize(int, unsigned short const&) [790]
                0.00    0.00      15/20          ImVector<unsigned short>::resize(int) [228]
[699]    0.0    0.00    0.00      20         ImVector<unsigned short>::_grow_capacity(int) const [699]
-----------------------------------------------
                0.00    0.00      20/20          std::vector<Sphere, std::allocator<Sphere> >::max_size() const [701]
[700]    0.0    0.00    0.00      20         std::_Vector_base<Sphere, std::allocator<Sphere> >::_M_get_Tp_allocator() const [700]
-----------------------------------------------
                0.00    0.00      20/20          std::vector<Sphere, std::allocator<Sphere> >::_M_check_len(unsigned long, char const*) const [86]
[701]    0.0    0.00    0.00      20         std::vector<Sphere, std::allocator<Sphere> >::max_size() const [701]
                0.00    0.00      20/20          std::_Vector_base<Sphere, std::allocator<Sphere> >::_M_get_Tp_allocator() const [700]
                0.00    0.00      20/20          std::vector<Sphere, std::allocator<Sphere> >::_S_max_size(std::allocator<Sphere> const&) [702]
-----------------------------------------------
                0.00    0.00      20/20          std::vector<Sphere, std::allocator<Sphere> >::max_size() const [701]
[702]    0.0    0.00    0.00      20         std::vector<Sphere, std::allocator<Sphere> >::_S_max_size(std::allocator<Sphere> const&) [702]
                0.00    0.00      20/68          unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [637]
-----------------------------------------------
                0.00    0.00      20/20          void std::vector<Sphere, std::allocator<Sphere> >::_M_realloc_insert<Sphere const&>(__gnu_cxx::__normal_iterator<Sphere*, std::vector<Sphere, std::allocator<Sphere> > >, Sphere const&) [87]
[703]    0.0    0.00    0.00      20         std::vector<Sphere, std::allocator<Sphere> >::_S_relocate(Sphere*, Sphere*, Sphere*, std::allocator<Sphere>&) [703]
                0.00    0.00      20/20          Sphere* std::__relocate_a<Sphere*, Sphere*, std::allocator<Sphere> >(Sphere*, Sphere*, Sphere*, std::allocator<Sphere>&) [704]
-----------------------------------------------
                0.00    0.00      20/20          std::vector<Sphere, std::allocator<Sphere> >::_S_relocate(Sphere*, Sphere*, Sphere*, std::allocator<Sphere>&) [703]
[704]    0.0    0.00    0.00      20         Sphere* std::__relocate_a<Sphere*, Sphere*, std::allocator<Sphere> >(Sphere*, Sphere*, Sphere*, std::allocator<Sphere>&) [704]
                0.00    0.00      60/60          Sphere* std::__niter_base<Sphere*>(Sphere*) [639]
                0.00    0.00      20/20          Sphere* std::__relocate_a_1<Sphere*, Sphere*, std::allocator<Sphere> >(Sphere*, Sphere*, Sphere*, std::allocator<Sphere>&) [705]
-----------------------------------------------
                0.00    0.00      20/20          Sphere* std::__relocate_a<Sphere*, Sphere*, std::allocator<Sphere> >(Sphere*, Sphere*, Sphere*, std::allocator<Sphere>&) [704]
[705]    0.0    0.00    0.00      20         Sphere* std::__relocate_a_1<Sphere*, Sphere*, std::allocator<Sphere> >(Sphere*, Sphere*, Sphere*, std::allocator<Sphere>&) [705]
                0.00    0.00    1022/1533        Sphere* std::__addressof<Sphere>(Sphere&) [567]
                0.00    0.00     511/511         void std::__relocate_object_a<Sphere, Sphere, std::allocator<Sphere> >(Sphere*, Sphere*, std::allocator<Sphere>&) [592]
-----------------------------------------------
                0.00    0.00       2/17          ImChunkStream<ImGuiWindowSettings>::offset_from_ptr(ImGuiWindowSettings const*) [863]
                0.00    0.00      15/17          ImChunkStream<ImGuiWindowSettings>::next_chunk(ImGuiWindowSettings*) [747]
[706]    0.0    0.00    0.00      17         ImChunkStream<ImGuiWindowSettings>::end() [706]
-----------------------------------------------
                0.00    0.00       1/14          WindowSettingsHandler_ApplyAll(ImGuiContext*, ImGuiSettingsHandler*) [1020]
                0.00    0.00       1/14          WindowSettingsHandler_WriteAll(ImGuiContext*, ImGuiSettingsHandler*, ImGuiTextBuffer*) [1021]
                0.00    0.00       2/14          ImChunkStream<ImGuiWindowSettings>::offset_from_ptr(ImGuiWindowSettings const*) [863]
                0.00    0.00       4/14          ImGui::FindWindowSettingsByID(unsigned int) [775]
                0.00    0.00       6/14          ImChunkStream<ImGuiWindowSettings>::next_chunk(ImGuiWindowSettings*) [747]
[707]    0.0    0.00    0.00      14         ImChunkStream<ImGuiWindowSettings>::begin() [707]
-----------------------------------------------
                0.00    0.00      14/14          ImGui::UpdateWindowManualResize(ImGuiWindow*, ImVec2 const&, int*, int*, int, unsigned int*, ImRect const&) [56]
[708]    0.0    0.00    0.00      14         ImGui::SetMouseCursor(int) [708]
-----------------------------------------------
                0.00    0.00      14/14          ImGui::ButtonBehavior(ImRect const&, unsigned int, bool*, bool*, int) [273]
[709]    0.0    0.00    0.00      14         ImGui::IsMouseReleased(int, unsigned int) [709]
-----------------------------------------------
                0.00    0.00      14/14          ImVector<ImDrawVert>::resize(int) [232]
[710]    0.0    0.00    0.00      14         ImVector<ImDrawVert>::reserve(int) [710]
                0.00    0.00      14/332         ImGui::MemAlloc(unsigned long) [601]
                0.00    0.00      12/332         ImGui::MemFree(void*) [600]
-----------------------------------------------
                0.00    0.00      14/14          ImVector<ImDrawVert>::resize(int) [232]
